Date,Network,Station ID,Station Energy,Start Time,Finish Time,Duration,Energy (kWh),Total (USD),Miles,Avg. Cost (¢/mi),,,Energy / Trip,Mi / kWh / Trip,Month,,⏮,⏴,⏺,⏵,⏭
06-01-2026,Blink,BAE800231,16.64 kW AC,2026-06-01 7:46:15 AM EDT,2026-06-01 1:45:20 PM EDT,4:39:56,43.4434,$9.18,149.0,6.2,-,0,43.4,3.43,6,,,,,,
06-03-2026,Blink,BAE800231,16.64 kW AC,2026-06-03 7:54:22 AM EDT,2026-06-03 2:24:38 PM EDT,5:39:30,52.5767,$11.01,189.2,5.8,-,0,52.6,3.60,6,,,,,,
06-05-2026,Blink,BAE800231,16.64 kW AC,2026-06-05 7:31:44 AM EDT,2026-06-05 2:14:49 PM EDT,4:44:44,45.1591,$9.52,178.2,5.3,-,0,45.2,3.95,6,,,,,,
06-09-2026,Blink,BAE800231,16.64 kW AC,2026-06-09 7:30:05 AM EDT,2026-06-09 2:19:54 PM EDT,5:20:16,49.5273,$10.40,188.5,5.5,-,0,49.5273,3.805981751,6,,,,,,
06-11-2026,Blink,BAE800231,16.64 kW AC,2026-06-11 7:16:03 AM EDT,2026-06-11 1:57:13 PM EDT,4:36:38,43.6428,$9.22,166.0,5.6,-,0,43.6428,3.803605635,6,,,,,,
06-15-2026,Blink,BAE800231,16.64 kW AC,2026-06-15 7:26:49 AM EDT,2026-06-15 1:08:25 PM EDT,5:26:41,51.6177,$10.81,197.7,5.5,-,0,51.6177,3.830081542,6,,,,,,
06-17-2026,Blink,BAE800230,16.64 kW AC,2026-06-17 11:19:49 AM EDT,2026-06-17 4:21:51 PM EDT,5:02:00,47.9856,$10.09,0.0,,+,0,47.9856,---,6,,,,,,
06-22-2026,Blink,BAE800231,16.64 kW AC,2026-06-22 7:39:43 AM EDT,2026-06-22 1:42:44 PM EDT,5:55:30,55.7752,$11.65,392.1,3.0,-,1,103.7608,3.77888374,6,,,,,,
06-24-2026,Blink,BAE800231,16.64 kW AC,2026-06-24 9:30:29 AM EDT,2026-06-24 3:18:25 PM EDT,5:10:24,49.2859,$10.35,179.7,5.8,-,0,49.2859,3.646073218,6,,,,,,
06-26-2026,Blink,BAE800222,16.64 kW AC,2026-06-26 7:23:31 AM EDT,2026-06-26 12:50:28 PM EDT,4:38:53,43.4495,$9.18,169.9,5.4,-,0,43.4495,3.910286655,6,,,,,,
06-29-2026,Blink,BAE800231,16.64 kW AC,2026-06-29 7:28:46 AM EDT,2026-06-29 12:36:30 PM EDT,4:45:15,44.4542,$9.38,154.6,6.1,-,0,44.4542,3.477736637,6,,,,,,
07-01-2026,Blink,BAE800231,16.64 kW AC,2026-07-01 7:25:59 AM EDT,2026-07-01 2:04:22 PM EDT,5:50:51,53.7522,$11.24,199.0,5.6,-,0,53.7522,3.702174051,7,,,,,,
07-07-2026,Blink,BAE800230,16.64 kW AC,2026-07-07 7:21:45 AM EDT,2026-07-07 1:27:10 PM EDT,5:15:31,50.4431,$10.58,181.7,5.8,-,0,50.4431,3.602078381,7,,,,,,
07-09-2026,Blink,BAE800231,16.64 kW AC,2026-07-09 7:27:24 AM EDT,2026-07-09 1:52:07 PM EDT,5:42:59,53.0427,$11.10,187.0,5.9,-,0,53.0427,3.525461562,7,,,,,,
07-13-2026,Blink,BAE800231,16.64 kW AC,2026-07-13 7:44:39 AM EDT,2026-07-13 4:54:53 PM EDT,7:26:18,69.2507,$14.34,257.8,5.6,-,0,69.2507,3.722706052,7,,,,,,
07-15-2026,Electrify America,unknown,unknown,2026-07-15 7:46:00 AM EDT,2026-07-15 7:52:00 AM EDT,0:06:00,10.5600,$0.00,0.0,0.0,+,0,10.5600,---,7,,,,,,
07-17-2026,Blink,BAE800231,16.64 kW AC,2026-07-17 7:41:22 AM EDT,2026-07-17 2:37:58 PM EDT,6:38:47,62.5798,$13.01,283.0,4.6,-,1,73.1398,3.86930235,7,,,,,,
07-21-2026,Blink,BAE800231,16.64 kW AC,2026-07-21 7:27:05 AM EDT,2026-07-21 5:30:42 PM EDT,7:21:28,69.8259,$14.46,257.7,5.6,-,0,69.8259,3.69060764,7,,,,,,
07-23-2026,Blink,BAE800231,16.64 kW AC,2026-07-23 7:47:38 AM EDT,2026-07-23 1:41:38 PM EDT,5:09:17,48.5183,$10.19,185.7,5.5,-,0,48.5183,3.827421818,7,,,,,,
07-29-2026,Blink,BAE800231,16.64 kW AC,2026-07-29 7:28:14 AM EDT,2026-07-29 2:29:51 PM EDT,6:57:42,66.4089,$13.77,239.4,5.8,-,0,66.4089,3.604938495,7,,,,,,
07-31-2026,Blink,BAE800231,16.64 kW AC,2026-07-31 7:20:57 AM EDT,2026-07-31 3:41:14 PM EDT,5:08:32,49.2384,$10.34,179.8,5.8,-,0,49.2384,3.651621499,7,,,,,,
