Date,Network,Station ID,Station Energy,Start Time,Finish Time,Duration,Energy (kWh),Total (USD),Miles,Avg. Cost (¢/mi),,,Energy / Trip,Mi / kWh / Trip,Month,,⏮,⏴,⏺,⏵,⏭
02-09-2024,Blink,BAE800232,16.64 kW AC,2024-02-09 7:39:11 AM EST,2024-02-09 12:49:00 PM EST,3:32:39,32.7729,$6.55,93.1,7.0,-,0,32.8,2.84,2,,24,26,35,44,50
02-14-2024,Blink,BAE800232,16.64 kW AC,2024-02-14 7:33:43 AM EST,2024-02-14 1:22:31 PM EST,4:58:44,46.8284,$9.37,123.4,7.6,-,0,46.8,2.64,2,,25,29,38,47,61
02-15-2024,Blink,BAE800232,16.64 kW AC,2024-02-15 6:46:51 AM EST,2024-02-15 11:44:21 AM EST,4:44:00,43.8892,$8.78,104.4,8.4,-,0,43.9,2.38,2,,25,28,36,43,50
02-26-2024,Blink,BAE800232,16.64 kW AC,2024-02-26 7:35:10 AM EST,2024-02-26 2:08:48 PM EST,3:40:40,34.3552,$6.87,92.4,7.4,-,0,34.4,2.69,2,,16,25,36,46,57
02-27-2024,Blink,BAE800231,16.64 kW AC,2024-02-27 7:43:21 AM EST,2024-02-27 11:58:45 AM EST,3:48:03,36.3424,$7.27,105.6,6.9,-,0,36.3,2.91,2,,16,27,38,49,64
02-29-2024,Blink,BAE800231,16.64 kW AC,2024-02-29 7:35:30 AM EST,2024-02-29 4:43:37 PM EST,7:11:03,66.6488,$13.22,167.3,7.9,-,0,66.6,2.51,2,,16,29,40,52,64
03-01-2024,Blink,BAE800231,16.64 kW AC,2024-03-01 7:33:00 AM EST,2024-03-01 11:14:25 AM EST,2:55:56,27.3417,$5.47,77.6,7.0,-,0,27.3,2.84,3,,21,30,41,53,64
03-04-2024,Blink,BAE800231,16.64 kW AC,2024-03-04 8:01:43 AM EST,2024-03-04 5:39:31 PM EST,5:59:23,56.2350,$11.25,158.3,7.1,-,0,56.2,2.81,3,,21,32,41,50,60
03-06-2024,Blink,BAE800231,16.64 kW AC,2024-03-06 7:53:26 AM EST,2024-03-06 4:18:05 PM EST,5:31:50,51.3704,$9.97,162.9,6.1,-,0,51.4,3.17,3,,34,39,46,53,60
03-07-2024,Blink,BAE800231,16.64 kW AC,2024-03-07 7:37:16 AM EST,2024-03-07 11:16:17 AM EST,3:02:11,28.9431,$5.79,91.5,6.3,-,0,28.9,3.16,3,,37,41,46,52,60
03-11-2024,Blink,BAE800231,16.64 kW AC,2024-03-11 7:54:21 AM EDT,2024-03-11 1:54:57 PM EDT,5:42:22,53.1837,$10.64,154.5,6.9,-,0,53.2,2.91,3,,30,37,42,46,48
03-12-2024,Blink,BAE800231,16.64 kW AC,2024-03-12 7:41:27 AM EDT,2024-03-12 12:16:22 PM EDT,3:09:48,30.1442,$6.03,86.6,7.0,-,0,30.1,2.87,3,,30,36,42,48,57
03-13-2024,Charge Point,CP247STAT,6.48 kW AC,2024-03-13 6:47:00 PM EDT,2024-03-13 7:14:00 PM EDT,0:27:00,2.7935,$0.00,0.0,0.0,+,0,2.8,---,3,,30,36,43,50,57
03-14-2024,Blink,BAE800231,16.64 kW AC,2024-03-14 8:00:00 AM EDT,2024-03-14 4:00:00 PM EDT,8:00:00,51.0600,$10.21,164.1,6.2,-,1,53.9,3.05,3,,32,37,45,53,62
03-15-2024,Blink,BAE800231,16.64 kW AC,2024-03-15 7:45:44 AM EDT,2024-03-15 1:56:40 PM EDT,2:37:37,24.6305,$4.93,76.4,6.5,-,0,24.6,3.10,3,,32,37,45,54,62
03-18-2024,Blink,BAE800231,16.64 kW AC,2024-03-18 7:49:44 AM EDT,2024-03-18 4:35:26 PM EDT,5:06:13,47.2121,$9.42,137.3,6.9,-,0,47.2,2.91,3,,36,40,47,56,62
03-20-2024,Blink,BAE800231,16.64 kW AC,2024-03-20 7:40:05 AM EDT,2024-03-20 6:05:23 PM EDT,6:00:43,55.3704,$11.07,171.9,6.4,-,0,55.4,3.10,3,,35,39,45,54,60
03-20-2024,Charge Point,CP247STAT,6.48 kW AC,2024-03-20 6:40:00 PM EDT,2024-03-20 7:16:00 PM EDT,0:36:00,3.6705,$0.00,0.0,0.0,+,0,3.7,---,3,,35,39,45,54,60
03-21-2024,Blink,BAE800232,16.64 kW AC,2024-03-21 7:28:45 AM EDT,2024-03-21 11:07:05 AM EDT,2:37:59,24.2271,$4.85,85.8,5.7,-,1,27.9,3.08,3,,30,37,43,51,60
03-25-2024,Blink,BAE800231,16.64 kW AC,2024-03-25 7:49:23 AM EDT,2024-03-25 1:20:38 PM EDT,4:52:44,45.7583,$9.15,134.0,6.8,-,0,45.8,2.93,3,,26,31,37,43,45
03-27-2024,Blink,BAE800231,16.64 kW AC,2024-03-27 7:18:32 AM EDT,2024-03-27 6:32:49 PM EDT,5:52:28,55.8391,$11.17,164.9,6.8,-,0,55.8,2.95,3,,29,35,40,46,57
03-29-2024,Blink,BAE800231,16.64 kW AC,2024-03-29 7:56:33 AM EDT,2024-03-29 3:01:05 PM EDT,5:47:37,54.9383,$10.99,161.6,6.8,-,0,54.9,2.94,3,,34,39,44,49,57
04-02-2024,Blink,BAE800231,16.64 kW AC,2024-04-02 7:48:32 AM EDT,2024-04-02 3:34:35 PM EDT,6:14:20,59.5941,$11.92,192.9,6.2,-,0,59.6,3.24,4,,38,40,47,55,60
04-04-2024,Blink,BAE800231,16.64 kW AC,2024-04-04 8:01:57 AM EDT,2024-04-04 5:19:39 PM EDT,6:10:58,58.9813,$11.80,167.4,7.0,-,0,59.0,2.84,4,,37,39,45,50,60
04-08-2024,Blink,BAE800232,16.64 kW AC,2024-04-08 7:44:22 AM EDT,2024-04-08 1:34:34 PM EDT,5:19:32,49.3835,$9.88,130.5,7.6,-,0,49.4,2.64,4,,33,36,43,50,67
04-10-2024,Blink,BAE800231,16.64 kW AC,2024-04-10 7:49:46 AM EDT,2024-04-10 1:37:19 PM EDT,5:26:36,51.5503,$10.31,163.5,6.3,-,0,51.6,3.17,4,,33,38,49,59,67
04-10-2024,Charge Point,CP247STAT,6.48 kW AC,2024-04-10 6:22:00 PM EDT,2024-04-10 7:01:00 PM EDT,0:39:00,4.0181,$0.00,0.0,0.0,+,0,4.0,---,4,,33,38,49,59,67
04-12-2024,Blink,BAE800231,16.64 kW AC,2024-04-12 7:42:06 AM EDT,2024-04-12 5:21:30 PM EDT,5:09:19,48.4947,$9.70,175.5,5.5,-,1,52.5,3.34,4,,33,43,54,64,67
04-16-2024,Blink,BAE800232,16.64 kW AC,2024-04-16 7:49:32 AM EDT,2024-04-16 3:04:42 PM EDT,5:54:21,55.5697,$11.11,174.8,6.4,-,0,55.6,3.15,4,,43,47,57,65,75
04-18-2024,Blink,BAE800231,16.64 kW AC,2024-04-18 7:36:38 AM EDT,2024-04-18 2:10:02 PM EDT,4:44:10,44.2512,$8.85,153.1,5.8,-,0,44.3,3.46,4,,43,45,55,64,75
04-22-2024,Blink,BAE800231,16.64 kW AC,2024-04-22 7:46:56 AM EDT,2024-04-22 12:21:19 PM EDT,3:56:33,37.2570,$7.45,115.7,6.4,-,0,37.3,3.11,4,,32,41,50,57,61
04-24-2024,Blink,BAE800231,16.64 kW AC,2024-04-24 7:37:43 AM EDT,2024-04-24 1:16:09 PM EDT,5:00:34,47.4215,$9.48,154.8,6.1,-,0,47.4,3.26,4,,32,38,49,61,66
04-26-2024,Electrify America,200001-02,350 kW DC,2024-04-26 7:35:00 AM EDT,2024-04-26 8:06:00 AM EDT,0:31:00,50.3940,$0.00,0.0,0.0,?,0,50.4,---,4,,30,34,46,61,66
04-29-2024,Blink,BAE800231,16.64 kW AC,2024-04-29 7:43:19 AM EDT,2024-04-29 3:15:39 PM EDT,5:10:38,49.0824,$9.82,131.2,7.5,-,0,49.1,2.67,4,,30,39,52,65,73
05-06-2024,Blink,BAE800232,16.64 kW AC,2024-05-06 7:32:59 AM EDT,2024-05-06 12:39:47 PM EDT,4:53:58,45.5118,$9.10,159.5,5.7,-,0,45.5,3.50,5,,42,47,53,65,77
05-07-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-07 4:28:24 PM EDT,2024-05-07 9:24:19 PM EDT,4:55:56,29.6333,$0.00,0.0,0.0,+,0,29.6,---,5,,42,47,54,66,81
05-10-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-09 9:25:58 PM EDT,2024-05-10 6:13:01 AM EDT,8:47:04,49.5336,$0.00,0.0,0.0,+,1,79.2,---,5,,47,49,57,70,81
05-12-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-12 12:40:03 PM EDT,2024-05-12 8:35:23 PM EDT,7:55:21,42.0937,$0.00,416.7,0.0,-,2,121.3,3.44,5,,38,45,53,62,66
05-15-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-14 8:37:42 PM EDT,2024-05-15 6:37:15 AM EDT,9:59:33,49.2315,$0.00,167.5,0.0,-,0,49.2,3.40,5,,38,46,57,68,78
05-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-18 7:33:03 AM EDT,2024-05-18 5:18:12 PM EDT,9:45:09,55.5898,$0.00,200.0,0.0,-,0,55.6,3.60,5,,52,55,61,69,78
05-22-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-21 8:42:01 PM EDT,2024-05-22 6:28:40 AM EDT,9:46:39,55.7408,$0.00,191.4,0.0,-,0,55.7,3.43,5,,52,54,63,73,90
05-26-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-26 8:10:04 AM EDT,2024-05-26 5:48:48 PM EDT,9:38:44,54.4282,$0.00,199.3,0.0,-,0,54.4,3.66,5,,51,56,69,84,90
05-30-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-30 4:50:15 PM EDT,2024-05-30 10:15:53 PM EDT,5:25:39,32.5659,$0.00,0.0,0.0,+,0,32.6,---,5,,50,60,68,77,83
05-31-2024,Charge Point,CP13516401,6.6 kW AC,2024-05-31 4:37:42 PM EDT,2024-05-31 7:06:16 PM EDT,2:28:35,14.8870,$0.00,0.0,0.0,+,1,47.5,---,5,,48,58,66,76,83
06-02-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-02 7:42:00 AM EDT,2024-06-02 4:39:27 PM EDT,8:57:27,48.7344,$0.00,340.4,0.0,-,2,96.2,3.54,6,,48,51,64,77,85
06-06-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-05 6:18:28 PM EDT,2024-06-06 5:35:27 AM EDT,11:16:59,66.6349,$0.00,241.6,0.0,-,0,66.6,3.63,6,,50,57,69,82,86
06-08-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-08 9:32:50 AM EDT,2024-06-08 2:57:35 PM EDT,5:24:46,32.3011,$0.00,0.0,0.0,+,0,32.3,---,6,,54,60,70,80,86
06-12-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-11 6:05:35 PM EDT,2024-06-12 5:50:58 AM EDT,11:45:23,62.0350,$0.00,340.4,0.0,-,1,94.3,3.61,6,,52,57,67,76,79
06-14-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-14 8:10:14 AM EDT,2024-06-14 1:51:43 PM EDT,5:41:30,33.5321,$0.00,0.0,0.0,+,0,33.5,---,6,,52,57,68,80,85
06-15-2024,Charge Point,CP13516401,6.6 kW AC,2024-06-15 8:25:27 AM EDT,2024-06-15 11:42:02 AM EDT,3:16:35,11.9026,$0.00,168.0,0.0,-,1,45.4,3.70,6,,52,57,68,80,85
07-03-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-03 7:35:02 AM EDT,2024-07-03 8:43:02 AM EDT,1:08:01,0.6492,$0.00,0.0,0.0,+,0,0.6,---,7,,53,60,70,83,88
07-03-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-03 8:48:56 AM EDT,2024-07-03 1:10:58 PM EDT,4:22:02,25.6502,$0.00,0.0,0.0,+,1,26.3,---,7,,53,60,70,83,88
07-04-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-04 11:43:36 AM EDT,2024-07-04 7:07:58 PM EDT,7:24:22,40.0076,$0.00,196.7,0.0,-,2,66.3,2.97,7,,53,60,71,85,88
07-09-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-09 6:53:13 PM EDT,2024-07-09 9:28:36 PM EDT,2:35:24,15.4915,$0.00,0.0,0.0,+,0,15.5,---,7,,69,72,78,89,94
07-10-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-10 5:40:45 PM EDT,2024-07-10 9:53:58 PM EDT,4:13:13,25.1986,$0.00,0.0,0.0,+,1,40.7,---,7,,69,73,79,89,94
07-11-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-11 6:05:19 PM EDT,2024-07-11 10:00:27 PM EDT,3:55:08,23.7252,$0.00,0.0,0.0,+,2,64.4,---,7,,69,73,80,91,94
07-13-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-12 6:14:15 PM EDT,2024-07-13 7:07:37 AM EDT,12:53:21,42.9401,$0.00,396.5,0.0,-,3,107.4,3.69,7,,70,73,80,89,91
07-13-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-13 12:58:33 PM EDT,2024-07-13 9:26:44 PM EDT,8:28:11,50.9524,$0.00,0.0,0.0,+,0,51.0,---,7,,70,73,80,89,91
07-15-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-15 6:32:38 PM EDT,2024-07-15 10:06:38 PM EDT,3:34:01,21.3065,$0.00,0.0,0.0,+,1,72.3,---,7,,69,71,80,90,95
07-16-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-16 7:02:25 PM EDT,2024-07-16 10:02:55 PM EDT,3:00:31,17.9780,$0.00,0.0,0.0,+,2,90.2,---,7,,69,71,80,91,95
07-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-17 9:18:43 PM EDT,2024-07-18 7:19:24 AM EDT,10:00:41,41.8046,$0.00,449.0,0.0,-,3,132.0,3.40,7,,67,70,80,92,95
07-20-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-20 7:48:03 AM EDT,2024-07-20 4:06:41 PM EDT,8:18:37,48.2985,$0.00,175.6,0.0,-,0,48.3,3.64,7,,58,66,77,89,95
07-23-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-23 5:26:24 PM EDT,2024-07-23 10:25:46 PM EDT,4:59:22,30.0466,$0.00,0.0,0.0,+,0,30.0,---,7,,58,64,74,85,88
07-24-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-24 5:39:46 PM EDT,2024-07-24 9:49:09 PM EDT,4:09:25,24.8206,$0.00,0.0,0.0,+,1,54.9,---,7,,58,65,73,82,88
07-26-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-26 8:51:59 AM EDT,2024-07-26 1:53:30 PM EDT,5:01:31,28.1771,$0.00,308.6,0.0,-,2,83.0,3.72,7,,58,65,72,81,87
07-29-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-29 6:39:30 PM EDT,2024-07-29 10:32:38 PM EDT,3:53:08,23.1969,$0.00,0.0,0.0,+,0,23.2,---,7,,55,61,70,83,87
08-01-2024,Charge Point,CP13516401,6.6 kW AC,2024-07-31 8:30:12 PM EDT,2024-08-01 7:16:52 AM EDT,10:46:38,64.5623,$0.00,0.0,0.0,+,1,87.8,---,8,,57,68,75,85,93
08-03-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-02 5:26:05 PM EDT,2024-08-03 7:14:22 AM EDT,13:48:17,54.0024,$0.00,503.4,0.0,-,2,141.8,3.55,8,,68,72,80,91,95
08-05-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-05 6:16:33 PM EDT,2024-08-05 10:16:53 PM EDT,4:00:20,23.9707,$0.00,0.0,0.0,+,0,24.0,---,8,,66,71,79,92,95
08-07-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-06 7:17:06 PM EDT,2024-08-07 5:49:59 AM EDT,10:32:53,50.2047,$0.00,247.4,0.0,-,1,74.2,3.34,8,,57,68,74,84,93
08-07-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-07 5:21:01 PM EDT,2024-08-07 9:14:35 PM EDT,3:53:34,21.8497,$0.00,0.0,0.0,+,0,21.8,---,8,,57,68,74,84,93
08-11-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-11 8:42:45 AM EDT,2024-08-11 1:50:02 PM EDT,5:07:18,29.4172,$0.00,0.0,0.0,+,1,51.3,---,8,,53,60,70,81,88
08-13-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-13 5:48:06 PM EDT,2024-08-13 10:41:33 PM EDT,4:53:27,29.4206,$0.00,0.0,0.0,+,2,80.7,---,8,,56,61,72,84,88
08-15-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-14 9:15:41 PM EDT,2024-08-15 5:49:21 AM EDT,8:33:39,43.5402,$0.00,441.8,0.0,-,3,124.2,3.56,8,,54,56,67,83,87
08-17-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-17 8:55:48 AM EDT,2024-08-17 4:05:14 PM EDT,7:09:25,42.7978,$0.00,0.0,0.0,+,0,42.8,---,8,,54,56,65,82,87
08-19-2024,Charge Point,CP13311951,6.6 kW AC,2024-08-19 5:45:10 PM EDT,2024-08-19 8:33:36 PM EDT,2:48:27,16.3211,$0.00,0.0,0.0,+,1,59.1,---,8,,55,61,68,80,87
08-21-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-20 6:12:44 PM EDT,2024-08-21 5:41:56 AM EDT,11:29:12,51.1329,$0.00,388.1,0.0,-,2,110.3,3.52,8,,53,60,68,77,82
08-23-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-23 8:28:04 AM EDT,2024-08-23 5:43:20 PM EDT,9:15:16,52.0232,$0.00,186.6,0.0,-,0,52.0,3.59,8,,49,55,64,77,83
08-29-2024,Charge Point,CP13516401,6.6 kW AC,2024-08-28 5:44:13 PM EDT,2024-08-29 6:03:21 AM EDT,12:19:07,67.0833,$0.00,0.0,0.0,+,0,67.1,---,8,,50,57,67,84,91
09-04-2024,Charge Point,CP13516401,6.6 kW AC,2024-09-03 7:14:02 PM EDT,2024-09-04 6:32:13 AM EDT,11:18:10,51.3578,$0.00,437.1,0.0,-,1,118.4,3.69,9,,43,55,66,81,84
09-07-2024,Charge Point,CP13311951,6.6 kW AC,2024-09-07 9:21:03 AM EDT,2024-09-07 7:09:16 PM EDT,9:48:12,51.1320,$0.00,188.8,0.0,-,0,51.1,3.69,9,,43,48,61,78,82
09-10-2024,Charge Point,CP13516401,6.6 kW AC,2024-09-10 5:45:39 PM EDT,2024-09-10 8:06:48 PM EDT,2:21:08,14.0059,$0.00,0.0,0.0,+,0,14.0,---,9,,45,50,62,77,80
09-12-2024,Charge Point,CP13516401,6.6 kW AC,2024-09-11 6:00:09 PM EDT,2024-09-12 6:33:07 AM EDT,12:32:58,62.7719,$0.00,280.0,0.0,-,1,76.8,3.65,9,,41,46,59,78,83
09-14-2024,Charge Point,CP13311951,6.6 kW AC,2024-09-14 8:45:08 AM EDT,2024-09-14 12:59:01 PM EDT,4:13:53,24.5900,$0.00,0.0,0.0,+,0,24.6,---,9,,41,48,60,82,85
09-16-2024,Charge Point,CP13516401,6.6 kW AC,2024-09-16 6:04:50 PM EDT,2024-09-16 9:42:42 PM EDT,3:37:52,21.6705,$0.00,0.0,0.0,+,1,46.3,---,9,,43,48,60,83,85
09-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-09-18 5:42:28 PM EDT,2024-09-18 9:43:42 PM EDT,4:01:14,24.0267,$0.00,0.0,0.0,+,2,70.3,---,9,,43,50,60,82,84
09-21-2024,Charge Point,CP13311951,6.6 kW AC,2024-09-21 7:07:06 AM EDT,2024-09-21 4:03:08 PM EDT,8:56:01,51.7020,$0.00,0.0,0.0,+,3,122.0,---,9,,49,58,63,74,84
09-27-2024,Charge Point,CP13311951,6.6 kW AC,2024-09-27 4:37:34 PM EDT,2024-09-27 9:14:15 PM EDT,4:36:41,26.8560,$0.00,0.0,0.0,+,4,148.8,---,9,,53,56,63,70,80
09-28-2024,Charge Point,CP13311951,6.6 kW AC,2024-09-28 8:22:34 AM EDT,2024-09-28 2:25:57 PM EDT,6:03:23,34.7999,$0.00,0.0,0.0,+,5,183.6,---,9,,53,57,63,72,80
09-29-2024,Charge Point,CP13311921,6.6 kW AC,2024-09-29 9:28:56 AM EDT,2024-09-29 11:58:27 AM EDT,2:29:31,9.8904,$0.00,699.6,0.0,-,6,193.5,3.61,9,,49,56,62,72,80
10-01-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-01 5:39:23 PM EDT,2024-10-01 9:00:45 PM EDT,3:21:23,19.6199,$0.00,0.0,0.0,+,0,19.6,---,10,,46,51,59,73,80
10-02-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-02 4:08:06 PM EDT,2024-10-02 9:12:48 PM EDT,5:04:43,30.5345,$0.00,0.0,0.0,+,1,50.2,---,10,,46,49,56,71,75
10-03-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-03 5:53:01 PM EDT,2024-10-03 9:03:38 PM EDT,3:10:37,18.4534,$0.00,0.0,0.0,+,2,68.6,---,10,,42,46,54,71,75
10-05-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-05 9:13:23 AM EDT,2024-10-05 4:11:45 PM EDT,6:58:21,36.5810,$0.00,378.5,0.0,-,3,105.2,3.60,10,,42,45,55,73,76
10-07-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-07 5:43:23 PM EDT,2024-10-07 8:13:43 PM EDT,2:30:21,14.4966,$0.00,0.0,0.0,+,0,14.5,---,10,,37,42,53,72,76
10-09-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-09 5:35:32 AM EDT,2024-10-09 7:20:43 AM EDT,1:45:12,10.1371,$0.00,0.0,0.0,+,1,24.6,---,10,,37,40,51,69,76
10-09-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-09 6:10:13 PM EDT,2024-10-09 9:31:14 PM EDT,3:21:02,20.0911,$0.00,0.0,0.0,+,2,44.7,---,10,,37,40,51,69,76
10-10-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-10 6:43:20 PM EDT,2024-10-10 8:04:36 PM EDT,1:21:16,7.8785,$0.00,0.0,0.0,+,3,52.6,---,10,,37,41,51,66,70
10-12-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-12 10:23:07 AM EDT,2024-10-12 9:00:49 PM EDT,10:37:41,52.6069,$0.00,373.7,0.0,-,4,105.2,3.55,10,,34,38,52,68,74
10-14-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-14 4:57:16 PM EDT,2024-10-14 8:15:30 PM EDT,3:18:15,19.3227,$0.00,0.0,0.0,+,0,19.3,---,10,,28,37,51,63,74
10-15-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-15 5:52:50 AM EDT,2024-10-15 7:18:45 AM EDT,1:25:56,8.0433,$0.00,0.0,0.0,+,1,27.4,---,10,,28,35,50,62,74
10-15-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-15 6:43:16 PM EDT,2024-10-15 9:52:49 PM EDT,3:09:33,18.3113,$0.00,0.0,0.0,+,2,45.7,---,10,,28,35,50,62,74
10-16-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-16 6:14:49 AM EDT,2024-10-16 6:51:34 AM EDT,0:36:45,3.5026,$0.00,0.0,0.0,+,3,49.2,---,10,,28,34,49,60,74
10-17-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-17 6:22:52 AM EDT,2024-10-17 7:02:09 AM EDT,0:39:16,3.7241,$0.00,0.0,0.0,+,4,52.9,---,10,,26,32,45,56,59
10-17-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-17 5:03:50 PM EDT,2024-10-17 9:38:23 PM EDT,4:34:33,27.2766,$0.00,0.0,0.0,+,5,80.2,---,10,,26,32,45,56,59
10-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-18 4:52:38 PM EDT,2024-10-18 9:39:01 PM EDT,4:46:23,28.7586,$0.00,0.0,0.0,+,6,108.9,---,10,,26,33,45,58,62
10-19-2024,Charge Point,CP13311921,6.6 kW AC,2024-10-19 11:15:30 AM EDT,2024-10-19 12:45:55 PM EDT,1:30:25,7.0155,$0.00,0.0,0.0,+,7,116.0,---,10,,26,30,42,62,74
10-21-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-21 6:04:32 PM EDT,2024-10-21 9:31:07 PM EDT,3:26:36,20.0210,$0.00,0.0,0.0,+,8,136.0,---,10,,26,30,43,71,85
10-22-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-22 5:43:52 PM EDT,2024-10-22 8:04:48 PM EDT,2:20:56,9.9633,$0.00,477.7,0.0,-,9,145.9,3.27,10,,28,34,46,76,85
10-23-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-23 5:57:02 PM EDT,2024-10-23 9:18:29 PM EDT,3:21:28,19.9796,$0.00,0.0,0.0,+,0,20.0,---,10,,28,37,49,79,85
10-24-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-24 6:14:12 PM EDT,2024-10-24 9:04:27 PM EDT,2:50:16,16.6086,$0.00,0.0,0.0,+,1,36.6,---,10,,30,41,53,79,85
10-25-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-25 5:06:22 PM EDT,2024-10-25 9:44:42 PM EDT,4:38:21,27.5672,$0.00,0.0,0.0,+,2,64.2,---,10,,36,42,55,76,85
10-27-2024,Charge Point,CP13311951,6.6 kW AC,2024-10-27 8:12:13 AM EDT,2024-10-27 1:10:41 PM EDT,4:58:27,21.2995,$0.00,308.0,0.0,-,3,85.5,3.60,10,,29,39,52,68,80
10-28-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-28 6:27:11 AM EDT,2024-10-28 7:06:37 AM EDT,0:39:27,3.7316,$0.00,0.0,0.0,+,0,3.7,---,10,,27,35,49,63,73
10-29-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-29 6:24:29 AM EDT,2024-10-29 7:18:01 AM EDT,0:53:32,5.1769,$0.00,0.0,0.0,+,1,8.9,---,10,,27,31,47,60,68
10-29-2024,Charge Point,CP13311921,6.6 kW AC,2024-10-29 5:21:43 PM EDT,2024-10-29 9:03:42 PM EDT,3:41:59,17.2782,$0.00,0.0,0.0,+,2,26.2,---,10,,27,31,47,60,68
10-30-2024,Charge Point,CP13516401,6.6 kW AC,2024-10-30 5:56:41 PM EDT,2024-10-30 10:42:30 PM EDT,4:45:50,28.6218,$0.00,0.0,0.0,+,3,54.8,---,10,,27,34,49,62,75
11-01-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-01 9:35:59 AM EDT,2024-11-01 6:31:52 PM EDT,8:55:53,47.9077,$0.00,346.6,0.0,-,4,102.7,3.37,11,80%,27,40,54,69,81
11-04-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-04 6:15:29 AM EST,2024-11-04 6:53:31 AM EST,0:38:03,3.5480,$0.00,0.0,0.0,+,0,3.5,---,11,,22,35,50,64,81
11-05-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-05 6:25:19 AM EST,2024-11-05 7:02:01 AM EST,0:36:42,3.4947,$0.00,0.0,0.0,+,1,7.0,---,11,,22,36,51,64,81
11-05-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-05 5:31:44 PM EST,2024-11-05 8:07:58 PM EST,2:36:14,15.6141,$0.00,0.0,0.0,+,2,22.7,---,11,,22,36,51,64,81
11-06-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-06 5:56:57 PM EST,2024-11-06 10:14:44 PM EST,4:17:48,24.9338,$0.00,0.0,0.0,+,3,47.6,---,11,,22,37,52,64,83
